subject,object,maxClinicalTrialPhase
CHEMBL1222250,EFO_0007328,4.0
CHEMBL1222250,EFO_1000948,4.0
CHEMBL1222250,EFO_0001421,4.0
CHEMBL1222250,EFO_0003932,4.0
CHEMBL1222250,EFO_0004616,4.0
CHEMBL1222250,EFO_0000612,4.0
CHEMBL1222250,MONDO_0100096,4.0
CHEMBL1222250,EFO_1001896,4.0
CHEMBL1222250,EFO_0003869,4.0
CHEMBL1222250,EFO_0004209,4.0
CHEMBL1222250,HP_0100806,4.0
CHEMBL1222250,MONDO_0043510,4.0
CHEMBL1222250,MONDO_0037939,4.0
CHEMBL1222250,EFO_0003884,4.0
CHEMBL1222250,EFO_0003106,4.0
CHEMBL1222250,HP_0002619,4.0
CHEMBL1222250,EFO_0000589,4.0
CHEMBL1222250,EFO_0000373,4.0
CHEMBL1222250,EFO_0000764,4.0
CHEMBL1222250,MONDO_0005301,4.0
CHEMBL1222250,MONDO_0021187,4.0
CHEMBL1222250,HP_0003419,4.0
CHEMBL1222250,EFO_0008572,4.0
CHEMBL1222250,EFO_0000544,4.0
CHEMBL1222250,EFO_0001073,4.0
CHEMBL1222250,EFO_0006834,4.0
CHEMBL1222250,HP_0002140,4.0
CHEMBL1222250,MONDO_0005090,4.0
CHEMBL1222250,MP_0001914,4.0
CHEMBL1222250,EFO_1001434,4.0
CHEMBL1222250,EFO_0003144,4.0
CHEMBL1222250,EFO_0004238,4.0
CHEMBL1222250,MONDO_0005147,4.0
CHEMBL1222250,EFO_0000474,4.0
CHEMBL1222250,EFO_0003931,4.0
CHEMBL1222250,EFO_0000195,4.0
CHEMBL1222250,MONDO_0005148,4.0
CHEMBL1222250,EFO_0009579,4.0
CHEMBL1222250,EFO_0000182,4.0
CHEMBL1222250,EFO_0009686,4.0
CHEMBL1222250,HP_0001943,4.0
CHEMBL1222250,EFO_0004888,4.0
CHEMBL1222250,EFO_0003843,4.0
CHEMBL1222250,EFO_0000537,4.0
CHEMBL1222250,MONDO_0004567,4.0
CHEMBL1222250,EFO_0000660,4.0
CHEMBL1222250,EFO_0005279,4.0
CHEMBL1222250,MONDO_0002041,4.0
CHEMBL1222250,EFO_1000985,4.0
CHEMBL1222250,EFO_1000949,4.0
CHEMBL1222250,EFO_1001919,4.0
CHEMBL1222250,EFO_0007214,4.0
CHEMBL1222250,MONDO_0003060,4.0
CHEMBL1222250,MONDO_0001475,4.0
CHEMBL1222250,HP_0002902,4.0
CHEMBL1222250,HP_0002153,4.0
CHEMBL1222250,EFO_0000400,4.0
CHEMBL1222251,EFO_0000660,3.0
CHEMBL1222251,MONDO_0018075,3.0
CHEMBL1222251,EFO_0000195,3.0
CHEMBL1222251,MONDO_0004975,3.0
CHEMBL1222251,EFO_1001158,3.0
CHEMBL1222251,HP_0012167,3.0
CHEMBL1222251,MP_0001914,3.0
CHEMBL1222251,MONDO_0005147,3.0
CHEMBL1222251,EFO_0003060,3.0
CHEMBL1222251,MONDO_0008903,3.0
CHEMBL122270,EFO_0004701,2.0
CHEMBL122270,EFO_0003888,2.0
CHEMBL1222883,EFO_0003843,1.0
CHEMBL1223,EFO_0003033,4.0
CHEMBL1223,EFO_0000616,4.0
CHEMBL1223,MONDO_0002258,4.0
CHEMBL1223,EFO_0000772,4.0
CHEMBL1223,MONDO_0004992,4.0
CHEMBL1223,EFO_0000181,4.0
CHEMBL1223,EFO_0000544,4.0
CHEMBL1223,EFO_0003102,4.0
CHEMBL1223,EFO_0007504,4.0
CHEMBL1223,HP_0011110,4.0
CHEMBL1223,EFO_0003106,4.0
CHEMBL1223,MONDO_0001056,4.0
CHEMBL1224,MONDO_0005271,4.0
CHEMBL1228,EFO_0005752,4.0
CHEMBL1228,EFO_0005755,4.0
CHEMBL1228,HP_0002829,4.0
CHEMBL1228,HP_0003326,4.0
CHEMBL1229,EFO_0007328,4.0
CHEMBL1229,HP_0001873,4.0
CHEMBL1229,EFO_0005222,4.0
CHEMBL1229,MONDO_0100096,4.0
CHEMBL1229,EFO_0000763,4.0
CHEMBL1229,EFO_0001073,4.0
CHEMBL1229,EFO_0007160,4.0
CHEMBL1229,EFO_0003884,4.0
CHEMBL1229,EFO_0003106,4.0
CHEMBL1229,EFO_0000544,4.0
CHEMBL1229093,EFO_0000694,2.0
CHEMBL1229093,EFO_0000407,2.0
CHEMBL1229093,MONDO_0005180,2.0
CHEMBL1229093,MONDO_0100096,2.0
CHEMBL1229093,EFO_0003095,2.0
CHEMBL1229093,EFO_0004220,2.0
CHEMBL1229093,EFO_0000729,2.0
CHEMBL1229211,EFO_0000764,4.0
CHEMBL1229211,EFO_0000180,4.0
CHEMBL1229211,EFO_0000763,4.0
CHEMBL1229211,EFO_0001068,4.0
CHEMBL1229211,MONDO_0004976,4.0
CHEMBL1229211,EFO_0000765,4.0
CHEMBL1229211,EFO_0000544,4.0
CHEMBL1229214,EFO_0010282,2.0
CHEMBL1229517,EFO_0000616,4.0
CHEMBL1229517,EFO_0000326,4.0
CHEMBL1229517,EFO_0001642,4.0
CHEMBL1229517,MONDO_0002108,4.0
CHEMBL1229517,EFO_1000209,4.0
CHEMBL1229517,EFO_1000956,4.0
CHEMBL1229517,EFO_0000756,4.0
CHEMBL1229517,MONDO_0002898,4.0
CHEMBL1229517,EFO_0000222,4.0
CHEMBL1229517,EFO_0002892,4.0
CHEMBL1229517,HP_0100727,4.0
CHEMBL1229517,EFO_0000365,4.0
CHEMBL1229517,MONDO_0004992,4.0
CHEMBL1229517,EFO_0002618,4.0
CHEMBL1229517,EFO_0002617,4.0
CHEMBL1229517,EFO_0001378,4.0
CHEMBL1229517,EFO_0003060,4.0
CHEMBL1229517,EFO_0000574,4.0
CHEMBL1229517,EFO_0000389,4.0
CHEMBL1229517,EFO_1000318,4.0
CHEMBL1229517,EFO_1001951,4.0
CHEMBL1229908,EFO_0000684,4.0
CHEMBL1230065,EFO_0000676,2.0
CHEMBL1230065,EFO_0004264,2.0
CHEMBL1230065,EFO_0000685,2.0
CHEMBL1230165,EFO_0004193,2.0
CHEMBL1230165,EFO_0002939,2.0
CHEMBL1230165,EFO_0005221,2.0
CHEMBL1230165,MONDO_0100096,2.0
CHEMBL1230165,EFO_0001378,2.0
CHEMBL1230191,MONDO_0004992,3.0
CHEMBL1230227,MONDO_0008315,2.0
CHEMBL1230227,EFO_0000616,2.0
CHEMBL1230245,MONDO_0043510,3.0
CHEMBL1230245,EFO_0003086,3.0
CHEMBL1230314,EFO_0000673,4.0
CHEMBL1230314,EFO_0009520,4.0
CHEMBL1230314,GO_0042697,4.0
CHEMBL1230314,MONDO_0100096,4.0
CHEMBL1230314,EFO_1001240,4.0
CHEMBL1230314,EFO_0003869,4.0
CHEMBL1230314,EFO_0002950,4.0
CHEMBL1230314,MONDO_0007254,4.0
CHEMBL1230314,HP_0031217,4.0
CHEMBL1230575,EFO_0003884,2.0
CHEMBL1230607,EFO_0000616,1.0
CHEMBL1230609,MONDO_0007254,2.0
CHEMBL1230609,EFO_0000182,2.0
CHEMBL1230609,EFO_0005950,2.0
CHEMBL1230609,MONDO_0008903,2.0
CHEMBL1230609,EFO_0000616,2.0
CHEMBL1230609,EFO_0000681,2.0
CHEMBL1230609,MONDO_0004992,2.0
CHEMBL1230813,MONDO_0008315,2.0
CHEMBL1230866,EFO_0009516,3.0
CHEMBL1230866,EFO_0000544,3.0
CHEMBL1230866,EFO_0007486,3.0
CHEMBL1230866,EFO_1001216,3.0
CHEMBL1230866,EFO_0003819,3.0
CHEMBL1230866,EFO_1001866,3.0
CHEMBL1230982,MONDO_0005090,2.0
CHEMBL1231,EFO_0006865,4.0
CHEMBL1231,EFO_1000781,4.0
CHEMBL1231,MONDO_0024290,4.0
CHEMBL1231,HP_0000103,4.0
CHEMBL1231,EFO_0003956,4.0
CHEMBL1231,EFO_0003918,4.0
CHEMBL1231,EFO_0000512,4.0
CHEMBL1231,HP_0000975,4.0
CHEMBL1231,HP_0002307,4.0
CHEMBL1231,EFO_0001663,4.0
CHEMBL1231,HP_0000020,4.0
CHEMBL1231,EFO_0009562,4.0
CHEMBL1231,HP_0000011,4.0
CHEMBL1231,EFO_0003877,4.0
CHEMBL1231124,MONDO_0001056,2.0
CHEMBL1231124,EFO_0000479,2.0
CHEMBL1231124,EFO_0003060,2.0
CHEMBL1231124,EFO_0002430,2.0
CHEMBL1231124,MONDO_0004992,2.0
CHEMBL1231124,EFO_0000182,2.0
CHEMBL1231160,EFO_0000403,3.0
CHEMBL1231160,EFO_0001378,3.0
CHEMBL1231160,EFO_0000182,3.0
CHEMBL1231160,EFO_0003060,3.0
CHEMBL1231160,EFO_0000220,3.0
CHEMBL1231160,MONDO_0004992,3.0
CHEMBL1231160,EFO_0002617,3.0
CHEMBL1231160,EFO_0000588,3.0
CHEMBL1231160,EFO_0000616,3.0
CHEMBL1231160,EFO_0000222,3.0
CHEMBL1231160,EFO_0000198,3.0
CHEMBL1231160,EFO_1001961,3.0
CHEMBL1231160,EFO_1001779,3.0
CHEMBL1231529,EFO_0000708,2.0
CHEMBL1231574,EFO_0003888,4.0
CHEMBL1231574,EFO_0003894,4.0
CHEMBL1231574,HP_0001891,4.0
CHEMBL1231700,EFO_0007191,3.0
CHEMBL1231700,EFO_0003890,3.0
CHEMBL1231700,HP_0002140,3.0
CHEMBL1231700,EFO_0004701,3.0
CHEMBL1231700,MONDO_0002679,3.0
CHEMBL1231700,EFO_0004190,3.0
CHEMBL1231700,MONDO_0007079,3.0
CHEMBL1231700,MONDO_0100096,3.0
CHEMBL1231700,MONDO_0043510,3.0
CHEMBL1231700,EFO_0000712,3.0
CHEMBL1231700,MONDO_0005090,3.0
CHEMBL1231700,EFO_0003888,3.0
CHEMBL1231700,MONDO_0005299,3.0
CHEMBL1231723,EFO_1001887,4.0
CHEMBL1231723,MONDO_0001576,4.0
CHEMBL1231723,EFO_0001365,4.0
CHEMBL1231723,EFO_0009552,4.0
CHEMBL1231723,EFO_0000389,4.0
CHEMBL1231723,HP_0002619,4.0
CHEMBL12318,MONDO_0007254,3.0
CHEMBL12318,EFO_0004260,3.0
CHEMBL12318,EFO_1000844,3.0
CHEMBL12318,EFO_0003843,3.0
CHEMBL1231840,EFO_0000768,3.0
CHEMBL1231840,EFO_0001361,3.0
CHEMBL1231840,MONDO_0100130,3.0
CHEMBL1231840,EFO_0000341,3.0
CHEMBL1231840,EFO_1000637,3.0
CHEMBL1231840,MONDO_0004567,3.0
CHEMBL1231871,EFO_0009842,3.0
CHEMBL1231871,EFO_0004262,3.0
CHEMBL1231871,HP_0030833,3.0
CHEMBL1231871,EFO_0003144,3.0
CHEMBL1231871,EFO_1001417,3.0
CHEMBL1231871,EFO_0003843,3.0
CHEMBL1231871,EFO_1001219,3.0
CHEMBL1231871,MONDO_0005277,3.0
CHEMBL1231871,EFO_0003877,3.0
CHEMBL1232111,MONDO_0004976,2.0
CHEMBL1232111,MONDO_0005180,2.0
CHEMBL1232131,MONDO_0005148,4.0
CHEMBL1232131,EFO_1000760,4.0
CHEMBL1232131,EFO_0000545,4.0
CHEMBL1232131,MP_0001914,4.0
CHEMBL1232131,HP_0000132,4.0
CHEMBL1232131,HP_0002619,4.0
CHEMBL1232131,MONDO_0100096,4.0
CHEMBL1232131,EFO_0009579,4.0
CHEMBL1232132,HP_0000820,-1.0
CHEMBL1232461,EFO_0000616,2.0
CHEMBL1232461,EFO_0000313,2.0
CHEMBL1232510,EFO_1001249,3.0
CHEMBL1232510,EFO_0000341,3.0
CHEMBL1232510,DOID_7551,3.0
CHEMBL1232510,EFO_1001272,3.0
CHEMBL1232510,EFO_0000771,3.0
CHEMBL1232583,EFO_0000400,2.0
CHEMBL1232767,EFO_0003854,3.0
CHEMBL1232767,EFO_0003819,3.0
CHEMBL1232767,MONDO_0002508,3.0
CHEMBL1232993,EFO_1000026,2.0
CHEMBL1232993,MONDO_0008315,2.0
CHEMBL1232993,MONDO_0002959,2.0
CHEMBL1232993,EFO_0003060,2.0
CHEMBL1232993,EFO_0003833,2.0
CHEMBL1232993,EFO_0000676,2.0
CHEMBL1232993,EFO_0000519,2.0
CHEMBL1232993,MONDO_0043510,2.0
CHEMBL1232993,EFO_0000341,2.0
CHEMBL1232993,EFO_0000326,2.0
CHEMBL1232993,MONDO_0003778,2.0
CHEMBL1232993,MONDO_0005277,2.0
CHEMBL1233,HP_0003419,4.0
CHEMBL1233,EFO_0003843,4.0
CHEMBL1233,HP_0003394,4.0
CHEMBL1233058,EFO_0004236,3.0
CHEMBL1233182,EFO_0000764,1.0
CHEMBL1233511,EFO_0002950,3.0
CHEMBL1233524,EFO_0003047,1.0
CHEMBL1233528,EFO_0003893,3.0
CHEMBL1233528,EFO_1001257,3.0
CHEMBL1233528,EFO_0003060,3.0
CHEMBL1233528,EFO_0002913,3.0
CHEMBL1233528,EFO_0000198,3.0
CHEMBL1233528,EFO_0000574,3.0
CHEMBL1233528,EFO_0000221,3.0
CHEMBL1233528,EFO_0000616,3.0
CHEMBL1233528,EFO_0000222,3.0
CHEMBL1233528,EFO_0000565,3.0
CHEMBL1233528,MONDO_0000430,3.0
CHEMBL1233598,EFO_1000824,2.0
CHEMBL1233940,EFO_0000764,2.0
CHEMBL1234,EFO_1000642,4.0
CHEMBL1234,EFO_0005669,4.0
CHEMBL1234,MONDO_0005147,4.0
CHEMBL1234270,EFO_1000657,3.0
CHEMBL1234270,EFO_0004288,3.0
CHEMBL1234270,EFO_0000616,3.0
CHEMBL1234270,EFO_0000637,3.0
CHEMBL1234270,EFO_0004142,3.0
CHEMBL1234354,EFO_0003869,2.0
CHEMBL1234354,MONDO_0007254,2.0
CHEMBL1234354,MONDO_0004992,2.0
CHEMBL1234579,MONDO_0011382,4.0
CHEMBL1234579,MONDO_0021698,4.0
CHEMBL1234579,EFO_0009516,4.0
CHEMBL1234579,MONDO_0004985,4.0
CHEMBL1234579,HP_0011110,4.0
CHEMBL1234579,EFO_0000546,4.0
CHEMBL1234579,EFO_0005230,4.0
CHEMBL1234579,EFO_0003843,4.0
CHEMBL1234579,EFO_0005611,4.0
CHEMBL1234579,EFO_0009854,4.0
CHEMBL1234579,MONDO_0002009,4.0
CHEMBL1234579,EFO_0002950,4.0
CHEMBL1234579,EFO_0004242,4.0
CHEMBL1234579,EFO_1001951,4.0
CHEMBL1234579,EFO_1001998,4.0
CHEMBL1234579,EFO_0001358,4.0
CHEMBL1234886,EFO_0007512,4.0
CHEMBL1234886,HP_0002140,4.0
CHEMBL1234886,MONDO_0004933,4.0
CHEMBL1234886,MONDO_0005148,4.0
CHEMBL1234886,EFO_0007167,4.0
CHEMBL1234886,MONDO_0004992,4.0
CHEMBL1234886,HP_0011110,4.0
CHEMBL1234886,EFO_0001645,4.0
CHEMBL1234886,EFO_0001358,4.0
CHEMBL1234886,EFO_0000400,4.0
CHEMBL1234886,EFO_0009448,4.0
CHEMBL1234886,EFO_0000465,4.0
CHEMBL1234886,EFO_0000768,4.0
CHEMBL1234886,EFO_1001919,4.0
CHEMBL1234886,MONDO_0100096,4.0
CHEMBL1234886,MONDO_0043839,4.0
CHEMBL1234886,EFO_1000637,4.0
CHEMBL1234886,EFO_0003917,4.0
CHEMBL1234886,MONDO_0005090,4.0
CHEMBL1234886,EFO_0003106,4.0
CHEMBL1234886,EFO_0009516,4.0
CHEMBL1234886,EFO_0003931,4.0
CHEMBL1234886,EFO_0000729,4.0
CHEMBL1234886,MONDO_0019297,4.0
CHEMBL1234886,EFO_0005774,4.0
CHEMBL1234886,MONDO_0011382,4.0
CHEMBL1234886,MONDO_0004567,4.0
CHEMBL1234886,MONDO_0043510,4.0
CHEMBL1234886,EFO_0004278,4.0
CHEMBL1234886,EFO_0011023,4.0
CHEMBL1234886,EFO_0005762,4.0
CHEMBL1234886,EFO_0000544,4.0
CHEMBL1234886,EFO_1000158,4.0
CHEMBL1234886,EFO_1000809,4.0
CHEMBL1234886,EFO_0003827,4.0
CHEMBL1234886,EFO_0001361,4.0
CHEMBL1234886,HP_0001919,4.0
CHEMBL1234886,MONDO_0007254,4.0
CHEMBL1234886,EFO_0000556,4.0
CHEMBL1234886,EFO_0004264,4.0
CHEMBL1234886,EFO_1001158,4.0
CHEMBL1234886,MONDO_0800373,4.0
CHEMBL1234886,EFO_0000181,4.0
CHEMBL1234886,EFO_0003913,4.0
CHEMBL1234886,EFO_1001465,4.0
CHEMBL1234886,EFO_1001998,4.0
CHEMBL1234886,HP_0000999,4.0
CHEMBL1234886,EFO_0000694,4.0
CHEMBL1234886,EFO_0000546,4.0
CHEMBL1234886,HP_0031273,4.0
CHEMBL1234886,EFO_0001378,4.0
CHEMBL1234886,EFO_1000025,4.0
CHEMBL1234886,EFO_0009444,4.0
CHEMBL1234886,EFO_1001821,4.0
CHEMBL1234886,EFO_0004234,4.0
CHEMBL1234886,EFO_0005611,4.0
CHEMBL1234886,EFO_0000712,4.0
CHEMBL1234886,EFO_0003818,4.0
CHEMBL1234886,EFO_0009869,4.0
CHEMBL1234886,EFO_0008590,4.0
CHEMBL1234886,EFO_0003060,4.0
CHEMBL1234886,EFO_0010702,4.0
CHEMBL1234886,EFO_0009842,4.0
CHEMBL1234886,HP_0011106,4.0
CHEMBL1234886,EFO_0003758,4.0
CHEMBL1234886,EFO_0003918,4.0
CHEMBL1234886,EFO_0003756,4.0
CHEMBL1234886,MONDO_0005277,4.0
CHEMBL1234886,MONDO_0002358,4.0
CHEMBL1234886,EFO_0005230,4.0
CHEMBL1234886,EFO_0003144,4.0
CHEMBL1234886,EFO_0008583,4.0
CHEMBL1234886,HP_0100806,4.0
CHEMBL1234886,HP_0011950,4.0
CHEMBL1234886,MONDO_0019200,4.0
CHEMBL1234886,EFO_0002687,4.0
CHEMBL1234886,EFO_0004259,4.0
CHEMBL1234886,EFO_0003843,4.0
CHEMBL1234886,EFO_0002950,4.0
CHEMBL1234886,EFO_0000341,4.0
CHEMBL1234886,EFO_1001375,4.0
CHEMBL1234886,EFO_0004888,4.0
CHEMBL1235452,EFO_0003894,4.0
CHEMBL1235452,HP_0000989,4.0
CHEMBL1235478,EFO_0000702,3.0
CHEMBL1235478,EFO_0003060,3.0
CHEMBL1235478,MONDO_0008903,3.0
CHEMBL1235478,MONDO_0021117,3.0
CHEMBL1235478,EFO_0000616,3.0
CHEMBL1235478,EFO_0003869,3.0
CHEMBL1235478,MONDO_0007576,3.0
CHEMBL1235478,EFO_0002938,3.0
CHEMBL1235535,EFO_0000319,-1.0
CHEMBL1235551,EFO_1001475,3.0
CHEMBL123558,EFO_0000373,3.0
CHEMBL123558,EFO_0000275,3.0
CHEMBL123558,EFO_0004269,3.0
CHEMBL1236107,MONDO_0004992,1.0
CHEMBL1236183,MONDO_0005148,3.0
CHEMBL1236282,EFO_0000771,2.0
CHEMBL1236315,HP_0000726,2.0
CHEMBL1236395,EFO_1001248,3.0
CHEMBL1236395,Orphanet_98757,3.0
CHEMBL1236395,MONDO_0004985,3.0
CHEMBL1236395,MONDO_0004975,3.0
CHEMBL1236395,EFO_0005672,3.0
CHEMBL1236395,MONDO_0008116,3.0
CHEMBL1236395,MONDO_0004976,3.0
CHEMBL1236469,HP_0000820,-1.0
CHEMBL1236475,EFO_0005952,2.0
CHEMBL1236475,EFO_0000096,2.0
CHEMBL1236475,EFO_0000616,2.0
CHEMBL1236475,MONDO_0011382,2.0
CHEMBL1236475,EFO_0000198,2.0
CHEMBL1236475,EFO_0006859,2.0
CHEMBL1236475,EFO_1000158,2.0
CHEMBL1236475,EFO_0003060,2.0
CHEMBL1236524,EFO_0007358,2.0
CHEMBL1236524,MONDO_0100096,2.0
CHEMBL1236524,HP_0001945,2.0
CHEMBL1236682,EFO_0000182,2.0
CHEMBL1236682,MONDO_0003060,2.0
CHEMBL1236682,MONDO_0004992,2.0
CHEMBL1236682,EFO_0000616,2.0
CHEMBL1236802,EFO_0009267,4.0
CHEMBL1236802,EFO_0001645,4.0
CHEMBL1236802,EFO_0004262,4.0
CHEMBL1236802,MONDO_0002009,4.0
CHEMBL1236802,MONDO_0009061,4.0
CHEMBL1236802,HP_0002140,4.0
CHEMBL1236802,HP_0002045,4.0
CHEMBL1236802,EFO_0001073,4.0
CHEMBL1236802,MONDO_0004985,4.0
CHEMBL1236802,EFO_0000341,4.0
CHEMBL1236802,MONDO_0005299,4.0
CHEMBL1236802,EFO_0004242,4.0
CHEMBL1236802,MONDO_0004975,4.0
CHEMBL1236802,MONDO_0043510,4.0
CHEMBL1236924,EFO_0003929,2.0
CHEMBL1236924,MONDO_0005148,2.0
CHEMBL123693,HP_0001742,2.0
CHEMBL1236936,EFO_0000373,2.0
CHEMBL1236936,EFO_0003144,2.0
CHEMBL1236962,EFO_0000616,2.0
CHEMBL1236962,EFO_0000768,2.0
CHEMBL1236962,MONDO_0004992,2.0
CHEMBL1236970,EFO_0003758,3.0
CHEMBL1236970,MONDO_0004907,3.0
CHEMBL1236970,EFO_0000181,3.0
CHEMBL1236970,HP_0002014,3.0
CHEMBL1236970,EFO_0000763,3.0
CHEMBL1236970,HP_0000360,3.0
CHEMBL1236970,GO_0042697,3.0
CHEMBL1236970,EFO_0000694,3.0
CHEMBL1236970,EFO_1001347,3.0
CHEMBL1236970,EFO_0000764,3.0
CHEMBL1236970,HP_0100806,3.0
CHEMBL1236970,EFO_0010282,3.0
CHEMBL1236970,EFO_0000684,3.0
CHEMBL1236970,EFO_0003843,3.0
CHEMBL1236970,EFO_1001996,3.0
CHEMBL1236970,EFO_1001345,3.0
CHEMBL1236970,MONDO_0100096,3.0
CHEMBL1236970,EFO_0001068,3.0
CHEMBL1236970,EFO_0003047,3.0
CHEMBL1236970,EFO_0002950,3.0
CHEMBL1236970,EFO_1000049,3.0
CHEMBL1236970,MONDO_0018076,3.0
CHEMBL1236970,MONDO_0001673,3.0
CHEMBL1236970,EFO_0003106,3.0
CHEMBL1236970,EFO_0000544,3.0
CHEMBL1236970,MONDO_0011382,3.0
CHEMBL1236970,EFO_0000199,3.0
CHEMBL1237,EFO_0003144,4.0
CHEMBL1237,EFO_0000319,4.0
CHEMBL1237,EFO_0000279,4.0
CHEMBL1237,EFO_0003896,4.0
CHEMBL1237,HP_0003124,4.0
CHEMBL1237,EFO_0004264,4.0
CHEMBL1237,EFO_0000537,4.0
CHEMBL1237,EFO_0000400,4.0
CHEMBL1237,EFO_1000948,4.0
CHEMBL1237,EFO_0000373,4.0
CHEMBL1237,MONDO_0007915,4.0
CHEMBL1237,EFO_0000612,4.0
CHEMBL1237,MONDO_0002474,4.0
CHEMBL1237,EFO_0004236,4.0
CHEMBL1237,EFO_0000712,4.0
CHEMBL1237,MONDO_0001134,4.0
CHEMBL1237,MONDO_0002462,4.0
CHEMBL1237,Orphanet_79292,4.0
CHEMBL1237,EFO_0000401,4.0
CHEMBL1237,EFO_0008620,4.0
CHEMBL1237,EFO_0000318,4.0
CHEMBL1237,MONDO_0007254,4.0
CHEMBL1237,EFO_0000182,4.0
CHEMBL1237,EFO_0001645,4.0
CHEMBL1237,EFO_0003914,4.0
CHEMBL1237,EFO_1001249,4.0
CHEMBL1237,EFO_1001375,4.0
CHEMBL1237,MONDO_0005148,4.0
CHEMBL1237021,EFO_0009963,4.0
CHEMBL1237021,EFO_0005411,4.0
CHEMBL1237021,MONDO_0004985,4.0
CHEMBL1237021,MONDO_0005090,4.0
CHEMBL1237021,MONDO_0002009,4.0
CHEMBL1237021,MONDO_0002050,4.0
CHEMBL1237021,EFO_0003758,4.0
CHEMBL1237021,EFO_0005407,4.0
CHEMBL1237022,EFO_0000616,4.0
CHEMBL1237022,EFO_1001513,4.0
CHEMBL1237022,EFO_0000565,4.0
CHEMBL1237022,MONDO_0000845,4.0
CHEMBL1237022,EFO_0000540,4.0
CHEMBL1237022,EFO_0000095,4.0
CHEMBL1237022,EFO_1000926,4.0
CHEMBL1237022,EFO_0000222,4.0
CHEMBL1237022,EFO_0000702,4.0
CHEMBL1237022,EFO_0007328,4.0
CHEMBL1237022,EFO_0000094,4.0
CHEMBL1237022,EFO_0003818,4.0
CHEMBL1237022,EFO_0008586,4.0
CHEMBL1237022,EFO_0003780,4.0
CHEMBL1237022,EFO_0000685,4.0
CHEMBL1237022,EFO_1000986,4.0
CHEMBL1237022,EFO_1001469,4.0
CHEMBL1237022,EFO_0000474,4.0
CHEMBL1237022,EFO_0004256,4.0
CHEMBL1237022,HP_0001945,4.0
CHEMBL1237022,EFO_0007135,4.0
CHEMBL1237022,EFO_0008518,4.0
CHEMBL1237022,EFO_0008528,4.0
CHEMBL1237022,EFO_0004991,4.0
CHEMBL1237022,EFO_1000637,4.0
CHEMBL1237022,EFO_1001165,4.0
CHEMBL1237022,MONDO_0007915,4.0
CHEMBL1237022,EFO_0007541,4.0
CHEMBL1237022,EFO_0000519,4.0
CHEMBL1237022,EFO_0003106,4.0
CHEMBL1237022,EFO_1001119,4.0
CHEMBL1237022,MONDO_0005147,4.0
CHEMBL1237022,MONDO_0007254,4.0
CHEMBL1237022,EFO_0001378,4.0
CHEMBL1237022,MONDO_0015564,4.0
CHEMBL1237022,EFO_1001231,4.0
CHEMBL1237022,EFO_0000717,4.0
CHEMBL1237022,EFO_1001951,4.0
CHEMBL1237022,EFO_0000673,4.0
CHEMBL1237022,EFO_1001148,4.0
CHEMBL1237022,EFO_0000403,4.0
CHEMBL1237022,EFO_0000764,4.0
CHEMBL1237022,EFO_0000694,4.0
CHEMBL1237022,EFO_1001806,4.0
CHEMBL1237022,MONDO_0013730,4.0
CHEMBL1237022,EFO_0002609,4.0
CHEMBL1237022,EFO_0003060,4.0
CHEMBL1237022,MONDO_0002009,4.0
CHEMBL1237022,EFO_0000756,4.0
CHEMBL1237022,MONDO_0004976,4.0
CHEMBL1237022,EFO_0000220,4.0
CHEMBL1237022,EFO_0003898,4.0
CHEMBL1237022,EFO_0000398,4.0
CHEMBL1237022,MONDO_0008170,4.0
CHEMBL1237022,EFO_0000182,4.0
CHEMBL1237022,MONDO_0044881,4.0
CHEMBL1237022,EFO_1001857,4.0
CHEMBL1237022,MONDO_0005090,4.0
CHEMBL1237022,MONDO_0018088,4.0
CHEMBL1237022,EFO_0002618,4.0
CHEMBL1237022,EFO_0000574,4.0
CHEMBL1237022,EFO_1001466,4.0
CHEMBL1237022,EFO_0001361,4.0
CHEMBL1237022,EFO_0004599,4.0
CHEMBL1237022,EFO_0000096,4.0
CHEMBL1237022,MONDO_0001187,4.0
CHEMBL1237022,EFO_0005952,4.0
CHEMBL1237022,MONDO_0018906,4.0
CHEMBL1237022,EFO_1001209,4.0
CHEMBL1237022,EFO_0003884,4.0
CHEMBL1237022,MONDO_0100096,4.0
CHEMBL1237022,EFO_0009730,4.0
CHEMBL1237022,MONDO_0015540,4.0
CHEMBL1237023,EFO_0000305,4.0
CHEMBL1237023,MONDO_0000837,4.0
CHEMBL1237023,MONDO_0005271,4.0
CHEMBL1237023,EFO_0000400,4.0
CHEMBL1237023,EFO_0007176,4.0
CHEMBL1237023,EFO_0000685,4.0
CHEMBL1237023,EFO_1000318,4.0
CHEMBL1237023,EFO_0000756,4.0
CHEMBL1237023,MONDO_0002171,4.0
CHEMBL1237023,EFO_0009870,4.0
CHEMBL1237023,EFO_0000616,4.0
CHEMBL1237023,EFO_1000984,4.0
CHEMBL1237023,EFO_1000786,4.0
CHEMBL1237023,EFO_0001378,4.0
CHEMBL1237023,EFO_0000681,4.0
CHEMBL1237023,MONDO_0005351,4.0
CHEMBL1237023,EFO_0004248,4.0
CHEMBL1237023,MONDO_0002108,4.0
CHEMBL1237023,EFO_0009708,4.0
CHEMBL1237023,EFO_0003060,4.0
CHEMBL1237023,EFO_0000637,4.0
CHEMBL1237023,EFO_0004274,4.0
CHEMBL1237023,MONDO_0008903,4.0
CHEMBL1237023,EFO_0003882,4.0
