subject,object,maxClinicalTrialPhase
CHEMBL105,MONDO_0001879,4.0
CHEMBL105,EFO_0002618,4.0
CHEMBL105,MONDO_0002974,4.0
CHEMBL105,EFO_0000181,4.0
CHEMBL105,EFO_1001060,4.0
CHEMBL105,MONDO_0003199,4.0
CHEMBL105,EFO_0000678,4.0
CHEMBL105,MONDO_0021117,4.0
CHEMBL105,HP_0010450,4.0
CHEMBL105060,EFO_0000341,2.0
CHEMBL105060,EFO_0000274,2.0
CHEMBL105060,EFO_0000555,2.0
CHEMBL1051,MONDO_0005041,4.0
CHEMBL1051,EFO_0004190,4.0
CHEMBL1051,EFO_1001069,4.0
CHEMBL1051,EFO_0004208,4.0
CHEMBL1051,EFO_0006862,4.0
CHEMBL1051,EFO_0000537,4.0
CHEMBL105184,EFO_0001422,1.0
CHEMBL105318,EFO_0000349,2.0
CHEMBL105318,EFO_0000503,2.0
CHEMBL105318,Orphanet_145,2.0
CHEMBL105318,EFO_0000764,2.0
CHEMBL1054,EFO_0000319,4.0
CHEMBL105442,EFO_0002618,2.0
CHEMBL105442,EFO_0003860,2.0
CHEMBL105442,EFO_1001951,2.0
CHEMBL105442,EFO_0004142,2.0
CHEMBL105442,MONDO_0007254,2.0
CHEMBL105442,MONDO_0008903,2.0
CHEMBL105442,EFO_0003060,2.0
CHEMBL105442,EFO_0003869,2.0
CHEMBL1055,EFO_0004255,4.0
CHEMBL1055,HP_0003124,4.0
CHEMBL1055,EFO_0003144,4.0
CHEMBL1055,EFO_0000400,4.0
CHEMBL1055,EFO_0003777,4.0
CHEMBL1055,EFO_0003763,4.0
CHEMBL1055,EFO_0004278,4.0
CHEMBL1055,EFO_0001645,4.0
CHEMBL1055,MONDO_0005147,4.0
CHEMBL1055,EFO_0003914,4.0
CHEMBL1055,MONDO_0001134,4.0
CHEMBL1055,EFO_1001375,4.0
CHEMBL1055,EFO_0000319,4.0
CHEMBL1055,EFO_0000612,4.0
CHEMBL1055,MONDO_0005148,4.0
CHEMBL1055,MONDO_0002462,4.0
CHEMBL1055,EFO_0000373,4.0
CHEMBL1055,EFO_0003884,4.0
CHEMBL1055,EFO_0000668,4.0
CHEMBL1055,EFO_0000537,4.0
CHEMBL1055,EFO_0003913,4.0
CHEMBL1059,EFO_1000783,4.0
CHEMBL1059,HP_0002018,4.0
CHEMBL1059,EFO_0006510,4.0
CHEMBL1059,EFO_1000877,4.0
CHEMBL1059,HP_0002069,4.0
CHEMBL1059,MONDO_0005277,4.0
CHEMBL1059,EFO_0000400,4.0
CHEMBL1059,MONDO_0007079,4.0
CHEMBL1059,EFO_0009558,4.0
CHEMBL1059,EFO_0002950,4.0
CHEMBL1059,EFO_0006788,4.0
CHEMBL1059,EFO_1001892,4.0
CHEMBL1059,EFO_0000474,4.0
CHEMBL1059,EFO_1000906,4.0
CHEMBL1059,HP_0012532,4.0
CHEMBL1059,EFO_0000342,4.0
CHEMBL1059,HP_0012735,4.0
CHEMBL1059,HP_0000726,4.0
CHEMBL1059,EFO_0003108,4.0
CHEMBL1059,EFO_1001998,4.0
CHEMBL1059,EFO_0003931,4.0
CHEMBL1059,EFO_0009846,4.0
CHEMBL1059,EFO_0009430,4.0
CHEMBL1059,EFO_0004270,4.0
CHEMBL1059,HP_0000989,4.0
CHEMBL1059,EFO_0005230,4.0
CHEMBL1059,HP_0008419,4.0
CHEMBL1059,EFO_0005762,4.0
CHEMBL1059,EFO_0005687,4.0
CHEMBL1059,HP_0007359,4.0
CHEMBL1059,EFO_0003100,4.0
CHEMBL1059,MONDO_0004892,4.0
CHEMBL1059,EFO_0004149,4.0
CHEMBL1059,MONDO_0002050,4.0
CHEMBL1059,MONDO_0002959,4.0
CHEMBL1059,MONDO_0005090,4.0
CHEMBL1059,HP_0001250,4.0
CHEMBL1059,EFO_1000781,4.0
CHEMBL1059,EFO_0000707,4.0
CHEMBL1059,EFO_0003830,4.0
CHEMBL1059,MONDO_0007254,4.0
CHEMBL1059,EFO_0007191,4.0
CHEMBL1059,MONDO_0005178,4.0
CHEMBL1059,EFO_0004257,4.0
CHEMBL1059,EFO_1001919,4.0
CHEMBL1059,EFO_1001884,4.0
CHEMBL1059,EFO_0004698,4.0
CHEMBL1059,EFO_1001931,4.0
CHEMBL1059,EFO_0003768,4.0
CHEMBL1059,EFO_0005611,4.0
CHEMBL1059,MONDO_0041052,4.0
